景点名称,用户昵称,用户ID链接,评星,评分,评论文本,评论时间,点赞数,回应数,_text,_score,_group,_id,sentiment,sentiment_conf
永庆坊,小豆荚,https://www.dianping.com/member/2983403506,4.5,设施：4.5；环境：4.5；服务：4.5；,值得一逛。更适合晚上，有粤剧博物馆，李小龙故居等可以看，还有很多可以吃的。,2024-07-05 19:49,0,0,值得一逛。更适合晚上，有粤剧博物馆，李小龙故居等可以看，还有很多可以吃的。,设施：4.5；环境：4.5；服务：4.5；,,10,positive,0.8156322240829468
永庆坊,小雨飘落,https://www.dianping.com/member/803668397,4.5,设施：4.5；环境：4.5；服务：4.5；,"夜色很美，有一个李小龙故居，太晚了没进去。
东西很多，可以逛一逛。",2024-07-04 17:17,0,0,"夜色很美，有一个李小龙故居，太晚了没进去。
东西很多，可以逛一逛。",设施：4.5；环境：4.5；服务：4.5；,,11,positive,0.7236059904098511
永庆坊,my.衣舍,https://www.dianping.com/member/915862894,3.5,设施：4.0；环境：4.0；服务：4.0；,"永庆坊位于荔湾区，是广州西关文化的聚集地，历史上西关曾是广州的旧城，在明清时期是广州的商贸中心。
西关一带毗邻泮塘，风景优美，吸引不少仕宦、商贾、归侨、粤剧名伶等在此营宅，形成建筑群，即“西关大屋”。俗语“东山少爷，西关小姐”，指的就是住在西关大屋殷实人家的小姐。由此，形成以西关大屋、西关小姐、粤菜、粤剧为代表的西关文化，也是广府文化重要组成部分。
改造后的永庆坊本着修旧如故的原则，结合非遗项目与潮流时尚相融合，已经成为广州城区又一道亮丽风景线。",2024-07-01 19:46,0,0,"永庆坊位于荔湾区，是广州西关文化的聚集地，历史上西关曾是广州的旧城，在明清时期是广州的商贸中心。
西关一带毗邻泮塘，风景优美，吸引不少仕宦、商贾、归侨、粤剧名伶等在此营宅，形成建筑群，即“西关大屋”。俗语“东山少爷，西关小姐”，指的就是住在西关大屋殷实人家的小姐。由此，形成以西关大屋、西关小姐、粤菜、粤剧为代表的西关文化，也是广府文化重要组成部分。
改造后的永庆坊本着修旧如故的原则，结合非遗项目与潮流时尚相融合，已经成为广州城区又一道亮丽风景线。",设施：4.0；环境：4.0；服务：4.0；,,12,positive,0.7357980608940125
永庆坊,fengyifan_shunshun,https://www.dianping.com/member/27696751,4.5,-,永庆坊里面居然有个粤剧博物馆，免费的粤剧表演，居然有一个小时，而且隔水相望很惬意，只是人很多，庭院小小的，移步换景，如果有人带着讲解更好，永庆坊里面还有很多景点，李小龙故居人很多，还有很多小店，外面的街道也有特色，可以慢慢看,2024-06-08 16:16,2,0,永庆坊里面居然有个粤剧博物馆，免费的粤剧表演，居然有一个小时，而且隔水相望很惬意，只是人很多，庭院小小的，移步换景，如果有人带着讲解更好，永庆坊里面还有很多景点，李小龙故居人很多，还有很多小店，外面的街道也有特色，可以慢慢看,-,,13,positive,0.7352532744407654
永庆坊,爱吃蛤蜊的小水獭,https://www.dianping.com/member/31359500,4.5,-,"临时决定去永庆坊逛逛，还是晚上去比较好，又凉快，人也少。李小龙故居在修整，不过外面拍拍照片也可以了。
那个能拍月亮的的桥在很里面，机位在粤剧馆门口牌坊这里，人少，又能出片。
这里小商品还挺多，遇到一只戳中心巴的小王八，头还梗着，超可爱。",2024-06-04 09:54,0,0,"临时决定去永庆坊逛逛，还是晚上去比较好，又凉快，人也少。李小龙故居在修整，不过外面拍拍照片也可以了。
那个能拍月亮的的桥在很里面，机位在粤剧馆门口牌坊这里，人少，又能出片。
这里小商品还挺多，遇到一只戳中心巴的小王八，头还梗着，超可爱。",-,,14,positive,0.5970131754875183
永庆坊,小猫多乐,https://www.dianping.com/member/2800948,5.0,-,从荔湾博物馆那一片沿路逛到了永庆坊，距离上下九步行街不远，我个人更喜欢这里的风格，似乎多了点洋气和小资的调调吧。这里人也很多，很多小商铺沿路可以慢慢逛，吃饭的地方当然也很多啊。李小龙祖屋就在这里，绝对不要错过参观哦。,2024-06-03 15:52,0,0,从荔湾博物馆那一片沿路逛到了永庆坊，距离上下九步行街不远，我个人更喜欢这里的风格，似乎多了点洋气和小资的调调吧。这里人也很多，很多小商铺沿路可以慢慢逛，吃饭的地方当然也很多啊。李小龙祖屋就在这里，绝对不要错过参观哦。,-,,15,positive,0.6577645540237427
永庆坊,吃不胖的矮子,https://www.dianping.com/member/1313947188,4.5,-,广州越秀区，打个车十多分钟就到了，只是很堵车，都是风景文化区。李大钊还有李小龙故居，还有粤剧博物馆，其他观赏的东西了吧就比较一般。都是人工新修起来的楼房，估计周边人都不会参观，都是外面的游客来。和四川的宽窄巷子，这些没多大区别。,2024-05-30 13:26,0,0,广州越秀区，打个车十多分钟就到了，只是很堵车，都是风景文化区。李大钊还有李小龙故居，还有粤剧博物馆，其他观赏的东西了吧就比较一般。都是人工新修起来的楼房，估计周边人都不会参观，都是外面的游客来。和四川的宽窄巷子，这些没多大区别。,-,,16,negative,0.545393705368042
永庆坊,匿名用户,匿名用户,4.5,-,那边街边和园区里店铺特别多，很好逛，不光有商业店铺，还有一些是非遗手工艺的，时间充足可以体验一把。还有一个宅子离李小龙祖宅不远，介绍了这个地方的发展和建设，个人觉得很有意义，作为地标值得一去,2024-05-28 19:35,0,0,那边街边和园区里店铺特别多，很好逛，不光有商业店铺，还有一些是非遗手工艺的，时间充足可以体验一把。还有一个宅子离李小龙祖宅不远，介绍了这个地方的发展和建设，个人觉得很有意义，作为地标值得一去,-,,17,positive,0.8679742217063904
永庆坊,猫和老鼠,https://www.dianping.com/member/985936796,4.0,-,"永庆坊是广州保留西关民俗文化最全的片区，交通便利，6号线黄沙站可达。
有詹天佑故居、李小龙故居、粤剧艺术博物馆等历史文化建筑，无需门票。",2024-05-25 15:35,1,0,"永庆坊是广州保留西关民俗文化最全的片区，交通便利，6号线黄沙站可达。
有詹天佑故居、李小龙故居、粤剧艺术博物馆等历史文化建筑，无需门票。",-,,18,positive,0.7463558912277222
永庆坊,大白v5,https://www.dianping.com/member/24536528,3.5,-,"永庆坊是我广州之旅的第四站 
因为李小龙故居在这里 ，
整体规模比较大 
适合慢慢走 ，慢慢逛 ，
走累了 找个馆子坐坐歇歇脚 ，
我去的比较早 所以许多店铺都没营业。 
整条街道只有我一个人的脚步声 。 
两手插兜 慢慢的渡步。挺有ffeel",2024-05-22 15:15,3,0,"永庆坊是我广州之旅的第四站 
因为李小龙故居在这里 ，
整体规模比较大 
适合慢慢走 ，慢慢逛 ，
走累了 找个馆子坐坐歇歇脚 ，
我去的比较早 所以许多店铺都没营业。 
整条街道只有我一个人的脚步声 。 
两手插兜 慢慢的渡步。挺有ffeel",-,,19,positive,0.5689840316772461
永庆坊,qimaomao,https://www.dianping.com/member/4312284,5.0,-,强烈推荐！！！这里是旧时光里广州人（中产阶级和一些非遗传承人）生活的故居与现代文创的完美结合。这里广州的社区都叫坊，永庆坊是最著名的坊，有看、有住、有吃、有喝还有逛。如果只是参观没什么消费，挺亲民的。想买个纪念品的价格也不贵，没有乱要价的。其实第一次来的游客可以选择住这里，周边的几条街还有很多老饭庄，服装店什么的,2024-05-18 19:16,1,0,强烈推荐！！！这里是旧时光里广州人（中产阶级和一些非遗传承人）生活的故居与现代文创的完美结合。这里广州的社区都叫坊，永庆坊是最著名的坊，有看、有住、有吃、有喝还有逛。如果只是参观没什么消费，挺亲民的。想买个纪念品的价格也不贵，没有乱要价的。其实第一次来的游客可以选择住这里，周边的几条街还有很多老饭庄，服装店什么的,-,,20,positive,0.9896989464759827
永庆坊,coolk,https://www.dianping.com/member/179961764,4.5,-,广州必玩榜，工作日中午没什么人，可能是刚过完五一，李小龙旧居闭馆修缮，詹天佑故居开放在，这里有很多非物质文化遗产，要慢慢逛才有意思，推荐前往！,2024-05-14 17:26,3,0,广州必玩榜，工作日中午没什么人，可能是刚过完五一，李小龙旧居闭馆修缮，詹天佑故居开放在，这里有很多非物质文化遗产，要慢慢逛才有意思，推荐前往！,-,,21,positive,0.9358832836151123
永庆坊,rebecca.張,https://www.dianping.com/member/56812477,4.5,-,"拍照📸推荐：
一:灯笼街：一进门抬头晚上去拍照氛围感十足。

二:李小龙故居q：体会一下旧时候的生活状态。

三:月亮桥：月亮桥在粤剧艺术博物馆 的北侧，看到           两个拱门的桥（叫叠月桥）才是。
                  月亮桥亮灯的时间是19:00-21:30

四:粤剧艺术博物馆（免费但是要公众号预约）
     岭南风格博物馆，穿汉服拍摄超好看

📍交通地址：恩宁路99号
🚇地铁:1号线黄沙站b口步行570米

⚠️贴心tips: 
可以带上手册或日记本来盖章，很多店铺都会提供独特的印章。
周边还可以去荔枝湾或者荔湾湖公园",2024-05-05 15:34,0,0,"拍照📸推荐：
一:灯笼街：一进门抬头晚上去拍照氛围感十足。

二:李小龙故居q：体会一下旧时候的生活状态。

三:月亮桥：月亮桥在粤剧艺术博物馆 的北侧，看到           两个拱门的桥（叫叠月桥）才是。
                  月亮桥亮灯的时间是19:00-21:30

四:粤剧艺术博物馆（免费但是要公众号预约）
     岭南风格博物馆，穿汉服拍摄超好看

📍交通地址：恩宁路99号
🚇地铁:1号线黄沙站b口步行570米

⚠️贴心tips: 
可以带上手册或日记本来盖章，很多店铺都会提供独特的印章。
周边还可以去荔枝湾或者荔湾湖公园",-,,22,positive,0.9469532370567322
永庆坊,燕之,https://www.dianping.com/member/20411650,4.0,-,去年11月去的。是有点类似文化历史街区感觉的一条街。有很多名人故居。很多中古建筑。还有很多文创以及各式店铺。还是很有感觉的,2024-05-03 17:39,0,0,去年11月去的。是有点类似文化历史街区感觉的一条街。有很多名人故居。很多中古建筑。还有很多文创以及各式店铺。还是很有感觉的,-,,23,positive,0.5386571288108826
永庆坊,旅途中麋鹿,https://www.dianping.com/member/24648400,4.0,-,到的时候已经晚上啦，逛吃逛吃一路，没想到里面还有李小龙祖居，父母对这个很感兴趣。免费参观，还有就是晚上居然也开着不像很多景点故居啥的5点准时关门(੭ •_•)🚪就很不合理。这个就很棒，不停的发现惊喜！旅途中不乏一些意外之喜吧。晚上也别有一番景色，建筑和我们的徽派建筑风格也各不相同,2024-05-01 18:41,0,0,到的时候已经晚上啦，逛吃逛吃一路，没想到里面还有李小龙祖居，父母对这个很感兴趣。免费参观，还有就是晚上居然也开着不像很多景点故居啥的5点准时关门(੭ •_•)🚪就很不合理。这个就很棒，不停的发现惊喜！旅途中不乏一些意外之喜吧。晚上也别有一番景色，建筑和我们的徽派建筑风格也各不相同,-,,24,positive,0.9154555201530457
永庆坊,属羊的魔羯座,https://www.dianping.com/member/48486105,4.0,-,"永庆坊是广州市打造的类似上海田子坊、北京南锣鼓巷一类的特色街区，各种小店。
永庆坊在过去也是一片古街道，在改造后，房子依旧是岭南特色的老房子，但注入了年轻的活力，成为了恩宁路上的新地标。
七拐八拐的小路里都是店铺，可以挑几家喜欢的，进去买买伴手礼，把永庆坊的记忆带回家。或是坐下来喝点东西。
我在一家卜笑笑漫画店，花28.8元，体验了一下现场画漫画像，10分钟完成，但感觉不是很传神。
李小龙祖居居然也在此巷中，简单打了个卡。
最后走到粤剧艺术博物馆，此馆值得参观。",2024-05-01 11:28,5,0,"永庆坊是广州市打造的类似上海田子坊、北京南锣鼓巷一类的特色街区，各种小店。
永庆坊在过去也是一片古街道，在改造后，房子依旧是岭南特色的老房子，但注入了年轻的活力，成为了恩宁路上的新地标。
七拐八拐的小路里都是店铺，可以挑几家喜欢的，进去买买伴手礼，把永庆坊的记忆带回家。或是坐下来喝点东西。
我在一家卜笑笑漫画店，花28.8元，体验了一下现场画漫画像，10分钟完成，但感觉不是很传神。
李小龙祖居居然也在此巷中，简单打了个卡。
最后走到粤剧艺术博物馆，此馆值得参观。",-,,25,negative,0.5455203056335449
永庆坊,串串串,https://www.dianping.com/member/1165976182,5.0,-,广州永庆坊给我留下了深刻的印象。这里不仅有美丽的风景和丰富的历史文化，更有许多珍贵的非遗文化等待我们去探索和传承。我相信，随着永庆坊的不断发展和完善，它将吸引更多的游客前来参观，让更多的人了解广州的历史和文化。同时，我也希望更多的人能够关注和传承这些珍贵的非遗文化，让它们在现代社会中焕发出新的生机和活力。只有这样，我们才能真正保护好我们的文化遗产，让它们永远流传下去。,2024-04-22 01:30,1,0,广州永庆坊给我留下了深刻的印象。这里不仅有美丽的风景和丰富的历史文化，更有许多珍贵的非遗文化等待我们去探索和传承。我相信，随着永庆坊的不断发展和完善，它将吸引更多的游客前来参观，让更多的人了解广州的历史和文化。同时，我也希望更多的人能够关注和传承这些珍贵的非遗文化，让它们在现代社会中焕发出新的生机和活力。只有这样，我们才能真正保护好我们的文化遗产，让它们永远流传下去。,-,,26,positive,0.9706459641456604
永庆坊,快乐大方嘤嘤牛,https://www.dianping.com/member/2728867543,5.0,-,永庆坊，一个让人流连忘返的地方，它的美不仅仅是外在的，更是内在的。这里的每一个角落都能够唤起人们深藏心底的文化情感和历史记忆，文化体验：这里是老广文化的聚集地，可以体验西关大屋、粤剧博物馆、岭南非遗手作等广粤文化瑰宝。李小龙故居也位于永庆坊，,2024-04-20 17:28,0,0,永庆坊，一个让人流连忘返的地方，它的美不仅仅是外在的，更是内在的。这里的每一个角落都能够唤起人们深藏心底的文化情感和历史记忆，文化体验：这里是老广文化的聚集地，可以体验西关大屋、粤剧博物馆、岭南非遗手作等广粤文化瑰宝。李小龙故居也位于永庆坊，,-,,27,positive,0.9715117812156677
永庆坊,匿名用户,匿名用户,4.0,-,"去广州玩一定会去的地方
算是比较商业的坊间
各种小店分布左右两侧
这里还有李小龙祖居可以免费🆓参观
兜兜转转一圈给人的感觉很像上海的田子坊
还有不少私人住宅在附近
门口招贴着“私人住宅 谢绝参观”的标识
估计住在这块也是有不一样的烦恼",2024-04-19 15:46,0,0,"去广州玩一定会去的地方
算是比较商业的坊间
各种小店分布左右两侧
这里还有李小龙祖居可以免费🆓参观
兜兜转转一圈给人的感觉很像上海的田子坊
还有不少私人住宅在附近
门口招贴着“私人住宅 谢绝参观”的标识
估计住在这块也是有不一样的烦恼",-,,28,positive,0.8729850649833679
永庆坊,胜世枭雄_1851,https://www.dianping.com/member/1144550247,4.0,设施：4.0；环境：4.0；服务：4.0；,"永庆坊粤式经典文化区
听说永庆坊多年，一直没有机会到访，这次把握住机会，从地铁站骑美团车进来的，传统建筑和历史文化感十足，本想把自行车放好开始逐一参观记录，可以，没有可以放置美团车的地方，都禁停，美团也不让停，只好在一家特卖场买了一件衣服，然后把车放到他的店里，继续计费。这里有太多的历史传承和历史故事，必须提前脑补一下才能真正感受它的美，印象深刻的景点应该是李小龙祖居。",2024-04-08 09:18,0,0,"永庆坊粤式经典文化区
听说永庆坊多年，一直没有机会到访，这次把握住机会，从地铁站骑美团车进来的，传统建筑和历史文化感十足，本想把自行车放好开始逐一参观记录，可以，没有可以放置美团车的地方，都禁停，美团也不让停，只好在一家特卖场买了一件衣服，然后把车放到他的店里，继续计费。这里有太多的历史传承和历史故事，必须提前脑补一下才能真正感受它的美，印象深刻的景点应该是李小龙祖居。",设施：4.0；环境：4.0；服务：4.0；,,29,positive,0.9219857454299927
永庆坊,一墨,https://www.dianping.com/member/906787463,4.5,设施：4.5；环境：4.5；服务：4.5；,很热闹，里面有粤剧艺术博物馆、李小龙祖居等可以逛，店铺也很多，是个不错的地方。,2024-04-05 05:22,0,0,很热闹，里面有粤剧艺术博物馆、李小龙祖居等可以逛，店铺也很多，是个不错的地方。,设施：4.5；环境：4.5；服务：4.5；,,30,positive,0.6102530360221863
永庆坊,awuwuwulala,https://www.dianping.com/member/165124830,5.0,设施：5.0；环境：5.0；服务：5.0；,做了更新的历史街区，把历史底蕴和商业结合得很好。,2024-04-04 21:53,0,0,做了更新的历史街区，把历史底蕴和商业结合得很好。,设施：5.0；环境：5.0；服务：5.0；,,31,positive,0.8335811495780945
永庆坊,猫兜,https://www.dianping.com/member/196562,4.0,设施：4.0；环境：4.0；服务：3.5；,好像是广州近几年的热门漫步地，随便走走。比较像上海的田子坊，旧瓶装新酒，田子坊是石库门风情，永庆坊是岭南街巷风，都适合闲逛，走走看看。李小龙故居很醒目，詹天佑故居就很低调在一条小巷子里。粤剧博物馆门楣也就是端庄的几个大字，但是里面亭台楼阁，馆藏史料别有洞天。还好我就是工作日的下午去的人不算太多，体验感不错，要拍照片的话稍微等会儿取景框里也看不到啥人。,2024-04-04 12:00,1,0,好像是广州近几年的热门漫步地，随便走走。比较像上海的田子坊，旧瓶装新酒，田子坊是石库门风情，永庆坊是岭南街巷风，都适合闲逛，走走看看。李小龙故居很醒目，詹天佑故居就很低调在一条小巷子里。粤剧博物馆门楣也就是端庄的几个大字，但是里面亭台楼阁，馆藏史料别有洞天。还好我就是工作日的下午去的人不算太多，体验感不错，要拍照片的话稍微等会儿取景框里也看不到啥人。,设施：4.0；环境：4.0；服务：3.5；,,32,positive,0.9168462753295898
永庆坊,茉莉安,https://www.dianping.com/member/3667643,4.5,设施：5.0；环境：5.0；服务：5.0；,不错对的地方，虽然是老城区 环境还是很不错，商业也不算太过度，有李小龙旧居 吃甜品逛街都很方便。环境也特别干净，休闲娱乐好去处，离上下九街也不远，就是叫车有点堵 建议骑车或者地铁走一段路就是荔湾公园。也可以去逛一下,2024-03-31 17:13,6,0,不错对的地方，虽然是老城区 环境还是很不错，商业也不算太过度，有李小龙旧居 吃甜品逛街都很方便。环境也特别干净，休闲娱乐好去处，离上下九街也不远，就是叫车有点堵 建议骑车或者地铁走一段路就是荔湾公园。也可以去逛一下,设施：5.0；环境：5.0；服务：5.0；,,33,positive,0.935191810131073
永庆坊,我在山卡拉很想你,https://www.dianping.com/member/1262292070,5.0,设施：5.0；环境：5.0；服务：5.0；,这个景点去年来过1-2次啦，人流还是不错的，感觉最近比附近上下九人流多点，这次过来主要就是看李小龙祖居和里面一个博物馆的，算是用了白天差不多一天时间吧，有这些加特，风景必须再加几分，下次再来又会是什么体验呢,2024-03-30 23:16,0,0,这个景点去年来过1-2次啦，人流还是不错的，感觉最近比附近上下九人流多点，这次过来主要就是看李小龙祖居和里面一个博物馆的，算是用了白天差不多一天时间吧，有这些加特，风景必须再加几分，下次再来又会是什么体验呢,设施：5.0；环境：5.0；服务：5.0；,,34,positive,0.803591787815094
永庆坊,三屉馒头nina,https://www.dianping.com/member/720974133,5.0,设施：5.0；环境：5.0；服务：5.0；,"广州 永庆坊
这个地方非常好逛
有岳剧博物馆
有李小龙祖居
有百年铜铺
还有很美的月亮桥，铺满鲜花的墙
和各式各样的商铺和餐铺",2024-03-24 18:47,1,0,"广州 永庆坊
这个地方非常好逛
有岳剧博物馆
有李小龙祖居
有百年铜铺
还有很美的月亮桥，铺满鲜花的墙
和各式各样的商铺和餐铺",设施：5.0；环境：5.0；服务：5.0；,,35,positive,0.8014248609542847
永庆坊,败家王孙,https://www.dianping.com/member/55955734,4.5,设施：4.5；环境：4.5；服务：4.5；,带孩子来广州旅行确定的途经地之一，永庆坊确实不错，也是很多旅行路书中，推荐广州必来的地方。除了建筑风格有特色，店铺也有特色。还有李小龙故居等景点值得一看。好像还有粤剧博物馆，可惜我们去的时候没有开门。建议来广州旅行的朋友们，有时间来转转。,2024-03-22 21:29,0,0,带孩子来广州旅行确定的途经地之一，永庆坊确实不错，也是很多旅行路书中，推荐广州必来的地方。除了建筑风格有特色，店铺也有特色。还有李小龙故居等景点值得一看。好像还有粤剧博物馆，可惜我们去的时候没有开门。建议来广州旅行的朋友们，有时间来转转。,设施：4.5；环境：4.5；服务：4.5；,,36,positive,0.9616929292678833
永庆坊,赵小雷雷小赵,https://www.dianping.com/member/27934893,3.5,设施：3.5；环境：3.5；服务：3.5；,体验一下广州老西关的风土人情，就是当地的商业街，各种小商铺，沿街风景不错，来这拍照的人非常多，休闲逛逛，特意来就不推荐了！从李小龙故居后面路过，没有转到正门，走马观花的溜一圈儿！,2024-03-21 21:16,0,0,体验一下广州老西关的风土人情，就是当地的商业街，各种小商铺，沿街风景不错，来这拍照的人非常多，休闲逛逛，特意来就不推荐了！从李小龙故居后面路过，没有转到正门，走马观花的溜一圈儿！,设施：3.5；环境：3.5；服务：3.5；,,37,negative,0.8484871983528137
